farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,crop_condition_description
FARM0433,East Africa,Cotton,19.64,5.51,17.85,65.99,59.96,8.85,Manual,Mixed,44.57,2024-02-15,2024-06-20,126,2156.34,SENS0433,2024-02-26,17.197795,87.619881,0.57,Moderate,"Farm FARM0433 located in East Africa is cultivating Cotton. The soil moisture is 19.64%, pH level is 5.51, and temperature is 17.85°C. Rainfall recorded is 65.99 mm with a humidity of 59.96% and sunlight duration of 8.85 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 44.57 ml. Crop sowing started on 2024-02-15 and is expected to be harvested by 2024-06-20, spanning 126 days. Yield is 2156.34 kg/hectare. Sensor used is SENS0433 with data recorded on 2024-02-26. Location coordinates are (17.197795, 87.619881). NDVI index is 0.57 and crop disease status is Moderate."
FARM0434,South USA,Soybean,38.82,7.2,23.3,94.89,70.89,6.59,None,Mixed,13.25,2024-03-04,2024-06-27,115,4794.58,SENS0434,2024-03-09,15.992381,87.410792,0.46,Moderate,"Farm FARM0434 located in South USA is cultivating Soybean. The soil moisture is 38.82%, pH level is 7.2, and temperature is 23.3°C. Rainfall recorded is 94.89 mm with a humidity of 70.89% and sunlight duration of 6.59 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 13.25 ml. Crop sowing started on 2024-03-04 and is expected to be harvested by 2024-06-27, spanning 115 days. Yield is 4794.58 kg/hectare. Sensor used is SENS0434 with data recorded on 2024-03-09. Location coordinates are (15.992381, 87.410792). NDVI index is 0.46 and crop disease status is Moderate."
FARM0435,North India,Rice,41.81,6.32,30.24,80.31,58.44,8.53,Manual,Inorganic,25.29,2024-02-07,2024-06-08,122,2178.54,SENS0435,2024-02-10,11.829887,83.889714,0.75,Severe,"Farm FARM0435 located in North India is cultivating Rice. The soil moisture is 41.81%, pH level is 6.32, and temperature is 30.24°C. Rainfall recorded is 80.31 mm with a humidity of 58.44% and sunlight duration of 8.53 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 25.29 ml. Crop sowing started on 2024-02-07 and is expected to be harvested by 2024-06-08, spanning 122 days. Yield is 2178.54 kg/hectare. Sensor used is SENS0435 with data recorded on 2024-02-10. Location coordinates are (11.829887, 83.889714). NDVI index is 0.75 and crop disease status is Severe."
FARM0436,Central USA,Cotton,39.95,6.29,15.21,78.67,85.86,5.96,None,Inorganic,25.76,2024-01-18,2024-05-29,132,2969.17,SENS0436,2024-05-09,13.506394,86.408534,0.8,Mild,"Farm FARM0436 located in Central USA is cultivating Cotton. The soil moisture is 39.95%, pH level is 6.29, and temperature is 15.21°C. Rainfall recorded is 78.67 mm with a humidity of 85.86% and sunlight duration of 5.96 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 25.76 ml. Crop sowing started on 2024-01-18 and is expected to be harvested by 2024-05-29, spanning 132 days. Yield is 2969.17 kg/hectare. Sensor used is SENS0436 with data recorded on 2024-05-09. Location coordinates are (13.506394, 86.408534). NDVI index is 0.8 and crop disease status is Mild."
FARM0437,North India,Soybean,13.52,6.09,25.69,147.71,43.88,8.58,Manual,Organic,24.83,2024-01-07,2024-05-21,135,2137.78,SENS0437,2024-03-02,21.051454,70.95512,0.68,None,"Farm FARM0437 located in North India is cultivating Soybean. The soil moisture is 13.52%, pH level is 6.09, and temperature is 25.69°C. Rainfall recorded is 147.71 mm with a humidity of 43.88% and sunlight duration of 8.58 hours. Irrigation type used is Manual. Fertilizer type is Organic with a pesticide usage of 24.83 ml. Crop sowing started on 2024-01-07 and is expected to be harvested by 2024-05-21, spanning 135 days. Yield is 2137.78 kg/hectare. Sensor used is SENS0437 with data recorded on 2024-03-02. Location coordinates are (21.051454, 70.95512). NDVI index is 0.68 and crop disease status is None."
FARM0438,South USA,Maize,25.54,6.7,15.97,144.35,50.09,5.5,Sprinkler,Organic,9.11,2024-02-01,2024-05-01,90,3348.47,SENS0438,2024-02-25,26.998988,71.26343,0.88,None,"Farm FARM0438 located in South USA is cultivating Maize. The soil moisture is 25.54%, pH level is 6.7, and temperature is 15.97°C. Rainfall recorded is 144.35 mm with a humidity of 50.09% and sunlight duration of 5.5 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 9.11 ml. Crop sowing started on 2024-02-01 and is expected to be harvested by 2024-05-01, spanning 90 days. Yield is 3348.47 kg/hectare. Sensor used is SENS0438 with data recorded on 2024-02-25. Location coordinates are (26.998988, 71.26343). NDVI index is 0.88 and crop disease status is None."
FARM0439,South India,Rice,11.54,6.53,31.31,130.67,71.34,7.75,None,Inorganic,10.44,2024-01-04,2024-04-25,112,3293.47,SENS0439,2024-01-05,20.053487,76.324804,0.53,Severe,"Farm FARM0439 located in South India is cultivating Rice. The soil moisture is 11.54%, pH level is 6.53, and temperature is 31.31°C. Rainfall recorded is 130.67 mm with a humidity of 71.34% and sunlight duration of 7.75 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 10.44 ml. Crop sowing started on 2024-01-04 and is expected to be harvested by 2024-04-25, spanning 112 days. Yield is 3293.47 kg/hectare. Sensor used is SENS0439 with data recorded on 2024-01-05. Location coordinates are (20.053487, 76.324804). NDVI index is 0.53 and crop disease status is Severe."
FARM0440,South India,Wheat,33.03,6.06,27.48,60.98,84.27,6.47,None,Organic,37.06,2024-03-06,2024-06-20,106,5836.14,SENS0440,2024-05-21,18.108857,82.617478,0.53,Mild,"Farm FARM0440 located in South India is cultivating Wheat. The soil moisture is 33.03%, pH level is 6.06, and temperature is 27.48°C. Rainfall recorded is 60.98 mm with a humidity of 84.27% and sunlight duration of 6.47 hours. Irrigation type used is None. Fertilizer type is Organic with a pesticide usage of 37.06 ml. Crop sowing started on 2024-03-06 and is expected to be harvested by 2024-06-20, spanning 106 days. Yield is 5836.14 kg/hectare. Sensor used is SENS0440 with data recorded on 2024-05-21. Location coordinates are (18.108857, 82.617478). NDVI index is 0.53 and crop disease status is Mild."
FARM0441,Central USA,Rice,32.24,7.27,21.36,262.89,64.11,6.01,None,Inorganic,28.0,2024-03-08,2024-07-08,122,4349.87,SENS0441,2024-03-09,15.815148,82.326973,0.84,Moderate,"Farm FARM0441 located in Central USA is cultivating Rice. The soil moisture is 32.24%, pH level is 7.27, and temperature is 21.36°C. Rainfall recorded is 262.89 mm with a humidity of 64.11% and sunlight duration of 6.01 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 28.0 ml. Crop sowing started on 2024-03-08 and is expected to be harvested by 2024-07-08, spanning 122 days. Yield is 4349.87 kg/hectare. Sensor used is SENS0441 with data recorded on 2024-03-09. Location coordinates are (15.815148, 82.326973). NDVI index is 0.84 and crop disease status is Moderate."
FARM0442,South India,Cotton,36.5,6.74,16.2,143.63,54.83,4.91,Sprinkler,Mixed,6.71,2024-03-20,2024-08-17,150,3774.9,SENS0442,2024-06-12,13.356675,76.350773,0.77,None,"Farm FARM0442 located in South India is cultivating Cotton. The soil moisture is 36.5%, pH level is 6.74, and temperature is 16.2°C. Rainfall recorded is 143.63 mm with a humidity of 54.83% and sunlight duration of 4.91 hours. Irrigation type used is Sprinkler. Fertilizer type is Mixed with a pesticide usage of 6.71 ml. Crop sowing started on 2024-03-20 and is expected to be harvested by 2024-08-17, spanning 150 days. Yield is 3774.9 kg/hectare. Sensor used is SENS0442 with data recorded on 2024-06-12. Location coordinates are (13.356675, 76.350773). NDVI index is 0.77 and crop disease status is None."
FARM0443,East Africa,Cotton,32.68,6.08,15.47,261.73,56.56,5.45,Drip,Mixed,49.48,2024-03-23,2024-08-06,136,2889.78,SENS0443,2024-06-28,23.036798,73.670909,0.68,None,"Farm FARM0443 located in East Africa is cultivating Cotton. The soil moisture is 32.68%, pH level is 6.08, and temperature is 15.47°C. Rainfall recorded is 261.73 mm with a humidity of 56.56% and sunlight duration of 5.45 hours. Irrigation type used is Drip. Fertilizer type is Mixed with a pesticide usage of 49.48 ml. Crop sowing started on 2024-03-23 and is expected to be harvested by 2024-08-06, spanning 136 days. Yield is 2889.78 kg/hectare. Sensor used is SENS0443 with data recorded on 2024-06-28. Location coordinates are (23.036798, 73.670909). NDVI index is 0.68 and crop disease status is None."
FARM0444,South USA,Wheat,43.38,5.6,34.84,284.57,46.28,5.04,Sprinkler,Organic,27.83,2024-02-24,2024-06-22,119,3245.85,SENS0444,2024-05-26,14.938407,78.480336,0.66,Moderate,"Farm FARM0444 located in South USA is cultivating Wheat. The soil moisture is 43.38%, pH level is 5.6, and temperature is 34.84°C. Rainfall recorded is 284.57 mm with a humidity of 46.28% and sunlight duration of 5.04 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 27.83 ml. Crop sowing started on 2024-02-24 and is expected to be harvested by 2024-06-22, spanning 119 days. Yield is 3245.85 kg/hectare. Sensor used is SENS0444 with data recorded on 2024-05-26. Location coordinates are (14.938407, 78.480336). NDVI index is 0.66 and crop disease status is Moderate."
FARM0445,Central USA,Soybean,25.69,6.77,20.44,245.32,44.0,9.84,None,Inorganic,12.55,2024-02-14,2024-06-15,122,4437.58,SENS0445,2024-04-09,29.008112,86.392076,0.78,None,"Farm FARM0445 located in Central USA is cultivating Soybean. The soil moisture is 25.69%, pH level is 6.77, and temperature is 20.44°C. Rainfall recorded is 245.32 mm with a humidity of 44.0% and sunlight duration of 9.84 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 12.55 ml. Crop sowing started on 2024-02-14 and is expected to be harvested by 2024-06-15, spanning 122 days. Yield is 4437.58 kg/hectare. Sensor used is SENS0445 with data recorded on 2024-04-09. Location coordinates are (29.008112, 86.392076). NDVI index is 0.78 and crop disease status is None."
FARM0446,South USA,Cotton,39.89,7.02,33.43,198.8,47.64,8.36,Manual,Inorganic,25.86,2024-02-10,2024-06-03,114,4248.57,SENS0446,2024-04-11,11.798491,72.733127,0.58,Mild,"Farm FARM0446 located in South USA is cultivating Cotton. The soil moisture is 39.89%, pH level is 7.02, and temperature is 33.43°C. Rainfall recorded is 198.8 mm with a humidity of 47.64% and sunlight duration of 8.36 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 25.86 ml. Crop sowing started on 2024-02-10 and is expected to be harvested by 2024-06-03, spanning 114 days. Yield is 4248.57 kg/hectare. Sensor used is SENS0446 with data recorded on 2024-04-11. Location coordinates are (11.798491, 72.733127). NDVI index is 0.58 and crop disease status is Mild."
FARM0447,South India,Wheat,10.45,6.5,29.51,172.86,86.28,9.64,Manual,Inorganic,27.03,2024-03-19,2024-06-21,94,3635.15,SENS0447,2024-03-23,34.811812,72.48955,0.86,Mild,"Farm FARM0447 located in South India is cultivating Wheat. The soil moisture is 10.45%, pH level is 6.5, and temperature is 29.51°C. Rainfall recorded is 172.86 mm with a humidity of 86.28% and sunlight duration of 9.64 hours. Irrigation type used is Manual. Fertilizer type is Inorganic with a pesticide usage of 27.03 ml. Crop sowing started on 2024-03-19 and is expected to be harvested by 2024-06-21, spanning 94 days. Yield is 3635.15 kg/hectare. Sensor used is SENS0447 with data recorded on 2024-03-23. Location coordinates are (34.811812, 72.48955). NDVI index is 0.86 and crop disease status is Mild."
FARM0448,South India,Cotton,43.5,7.04,30.03,137.14,75.46,7.81,Manual,Mixed,7.6,2024-02-14,2024-06-30,137,2987.17,SENS0448,2024-06-15,10.862689,86.262528,0.68,None,"Farm FARM0448 located in South India is cultivating Cotton. The soil moisture is 43.5%, pH level is 7.04, and temperature is 30.03°C. Rainfall recorded is 137.14 mm with a humidity of 75.46% and sunlight duration of 7.81 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 7.6 ml. Crop sowing started on 2024-02-14 and is expected to be harvested by 2024-06-30, spanning 137 days. Yield is 2987.17 kg/hectare. Sensor used is SENS0448 with data recorded on 2024-06-15. Location coordinates are (10.862689, 86.262528). NDVI index is 0.68 and crop disease status is None."
FARM0449,South India,Maize,31.19,7.39,17.95,111.85,68.92,7.98,Sprinkler,Organic,10.25,2024-01-21,2024-06-04,135,5667.53,SENS0449,2024-05-01,27.651744,89.482912,0.35,Mild,"Farm FARM0449 located in South India is cultivating Maize. The soil moisture is 31.19%, pH level is 7.39, and temperature is 17.95°C. Rainfall recorded is 111.85 mm with a humidity of 68.92% and sunlight duration of 7.98 hours. Irrigation type used is Sprinkler. Fertilizer type is Organic with a pesticide usage of 10.25 ml. Crop sowing started on 2024-01-21 and is expected to be harvested by 2024-06-04, spanning 135 days. Yield is 5667.53 kg/hectare. Sensor used is SENS0449 with data recorded on 2024-05-01. Location coordinates are (27.651744, 89.482912). NDVI index is 0.35 and crop disease status is Mild."
FARM0450,South USA,Rice,39.04,6.01,21.04,291.92,72.92,6.3,Manual,Mixed,23.52,2024-03-28,2024-07-01,95,2437.1,SENS0450,2024-06-09,29.417278,76.887856,0.39,Mild,"Farm FARM0450 located in South USA is cultivating Rice. The soil moisture is 39.04%, pH level is 6.01, and temperature is 21.04°C. Rainfall recorded is 291.92 mm with a humidity of 72.92% and sunlight duration of 6.3 hours. Irrigation type used is Manual. Fertilizer type is Mixed with a pesticide usage of 23.52 ml. Crop sowing started on 2024-03-28 and is expected to be harvested by 2024-07-01, spanning 95 days. Yield is 2437.1 kg/hectare. Sensor used is SENS0450 with data recorded on 2024-06-09. Location coordinates are (29.417278, 76.887856). NDVI index is 0.39 and crop disease status is Mild."
FARM0451,South USA,Maize,10.22,5.84,24.83,74.22,78.69,6.51,None,Mixed,17.98,2024-02-06,2024-05-17,101,3498.61,SENS0451,2024-05-06,13.358302,79.729425,0.6,None,"Farm FARM0451 located in South USA is cultivating Maize. The soil moisture is 10.22%, pH level is 5.84, and temperature is 24.83°C. Rainfall recorded is 74.22 mm with a humidity of 78.69% and sunlight duration of 6.51 hours. Irrigation type used is None. Fertilizer type is Mixed with a pesticide usage of 17.98 ml. Crop sowing started on 2024-02-06 and is expected to be harvested by 2024-05-17, spanning 101 days. Yield is 3498.61 kg/hectare. Sensor used is SENS0451 with data recorded on 2024-05-06. Location coordinates are (13.358302, 79.729425). NDVI index is 0.6 and crop disease status is None."
FARM0452,South USA,Soybean,38.5,5.87,16.18,95.68,77.96,5.56,None,Inorganic,33.21,2024-03-04,2024-07-27,145,4545.73,SENS0452,2024-03-24,17.32814,77.554571,0.47,Moderate,"Farm FARM0452 located in South USA is cultivating Soybean. The soil moisture is 38.5%, pH level is 5.87, and temperature is 16.18°C. Rainfall recorded is 95.68 mm with a humidity of 77.96% and sunlight duration of 5.56 hours. Irrigation type used is None. Fertilizer type is Inorganic with a pesticide usage of 33.21 ml. Crop sowing started on 2024-03-04 and is expected to be harvested by 2024-07-27, spanning 145 days. Yield is 4545.73 kg/hectare. Sensor used is SENS0452 with data recorded on 2024-03-24. Location coordinates are (17.32814, 77.554571). NDVI index is 0.47 and crop disease status is Moderate."
FARM0453,North India,Soybean,18.22,6.47,30.21,52.38,53.3,9.73,Drip,Organic,14.5,2024-01-13,2024-05-20,128,4080.3,SENS0453,2024-03-21,33.30321,79.464636,0.5,Severe,"Farm FARM0453 located in North India is cultivating Soybean. The soil moisture is 18.22%, pH level is 6.47, and temperature is 30.21°C. Rainfall recorded is 52.38 mm with a humidity of 53.3% and sunlight duration of 9.73 hours. Irrigation type used is Drip. Fertilizer type is Organic with a pesticide usage of 14.5 ml. Crop sowing started on 2024-01-13 and is expected to be harvested by 2024-05-20, spanning 128 days. Yield is 4080.3 kg/hectare. Sensor used is SENS0453 with data recorded on 2024-03-21. Location coordinates are (33.30321, 79.464636). NDVI index is 0.5 and crop disease status is Severe."
